PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2814641,16030348,26,2016-01-14T16:30:00,"1200 Block MIFFLIN RD PITTSBURGH, PA 15207",Y,Lincoln Place,4,HARRASSMENT-OTHER,2709(a)(3) Harassment No Legitimate Purpose,3102,5,3,-79.91615023,40.37146767
2805081,16008846,14,2016-01-14T17:00:00,"7700 Block Kelly ST Pittsburgh, PA 15221",N,Homewood South,5,CRIMINAL MISCHIEF,3304 Criminal Mischief.,1304,9,2,-79.88849766,40.45342325
2804638,16008333,6,2016-01-14T17:00:00,"Jumonville ST & 5TH AV Pittsburgh, PA 15219",N,Shadyside,2,"THEFT M.V. PARTS,ACCESSORIES",3921 Theft by Unlawful Taking or Disposition.,705,6,3,-79.97766428,40.43823421
2804639,16008340,99,2016-01-14T17:01:00,"1800 Block Davis AV Pittsburgh, PA 15212",N,Brighton Heights,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2703,1,1,-80.04185685,40.47993656
2804637,16008331,6,2016-01-14T17:06:00,"4400 Block Gladstone ST Pittsburgh, PA 15207",N,Hazelwood,4,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,1501,5,3,-79.94340718,40.41842879
2804647,16008372,6,2016-01-14T17:15:00,"500 Block E OHIO ST Pittsburgh, PA 15212",N,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2304,1,1,-80.00057528,40.45353917
2804646,16008358,99,2016-01-14T17:20:00,"S Aiken AV & Centre AV Pittsburgh, PA 15232",N,Shadyside,4,NA,3743 Accidents Involving Damage to Attended Veh. or Property,709,8,2,-79.93859121,40.45590961
2804641,16008342,26,2016-01-14T17:45:00,"700 Block Cedar AV Pittsburgh, PA 15212",Y,Allegheny Center,1,DRUG PARAPHERNALIA,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2204,1,1,-80.00151678,40.45298858
2804673,16008380,10,2016-01-14T17:50:00,"Shady AV & Forbes AV Pittsburgh, PA 15217",N,Squirrel Hill North,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1403,5,3,-79.91935958,40.43804059
2804679,16008398,4,2016-01-14T18:15:00,"3600 Block Zephyr AV Pittsburgh, PA 15204",N,Crafton Heights,6,PROP MISSILE INTO OCC VEHICLE/OR ROADWAY,2705 Recklessy Endangering Another Person. / 2707 Propulsion of Missiles  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2814,2,5,-80.05491342,40.45795856
2804676,16008392,26,2016-01-14T18:22:00,"1800 Block E CARSON ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),602.04(b)(2) Aggressive Panhandling,1702,3,4,-79.9802658,40.42847887
2804677,16008395,18,2016-01-14T18:26:00,"60 Block Craighead ST Pittsburgh, PA 15211",Y,Mount Washington,3,SYNTHETIC NARCS-POSSESS,13(a)(16) Possession of Controlled Substance,1807,3,4,-79.99869516,40.4238268
2804815,16008396,10,2016-01-14T18:29:00,"4900 Block 2nd AV Pittsburgh, PA 15207",Y,Hazelwood,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1515,5,3,-79.9440557,40.40990781
2805532,16012465,99,2016-01-14T18:30:00,"Biscayne DR & Valera ST Pittsburgh, PA 15210",N,Carrick,3,NA,9999 Miscellaneous Report (No Crime),2904,4,4,-79.98411722,40.38567003
2804713,16008405,99,2016-01-14T18:40:00,"1200 Block palo alto ST Pittsburgh, PA 15212",Y,Central Northside,1,NA,9489 Found Property,2206,1,1,-80.01066359,40.45539591
2804719,16008420,99,2016-01-14T18:57:00,"100 Block Bookbinder CIR Pittsburgh, PA 15212",N,Brighton Heights,1,NA,9999 Miscellaneous Report (No Crime),2708,1,1,-80.02884024,40.48744144
2804721,16008424,16,2016-01-14T19:11:00,"Brushton AV & Mulford ST Pittsburgh, PA 15221",Y,Homewood South,5,PROSTITUTION RELATED OFFENSES,5902(a)(1) Prostitution  / 9501 Bench Warrant / 5902(a)(2) Prostitution - Loitering for purpose of,1304,9,2,-79.88938779,40.45220412
2804702,16008399,18,2016-01-14T19:25:00,"Bausman ST & Mathews AV Pittsburgh, PA 15210",Y,Bon Air,3,OPIUM/COCAINE/DERV-POSSESS,1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1806,3,4,-79.99704672,40.41378775
2802805,16008432,6,2016-01-14T19:25:00,"7100 Block Highland DR Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,THEFT/ALL OTHERS,2701 Simple Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,1201,9,2,-79.9006068,40.47865585
2804732,16008446,10,2016-01-14T19:30:00,"300 Block Lorenz AV Pittsburgh, PA 15220",Y,Elliott,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709 Harassment (Non-Specific),2020,2,5,-80.03626568,40.44696519
2810927,16008435,26,2016-01-14T20:00:00,"1700 Block E CARSON ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),602.04 Panhandling and Prohibited Conduct,1702,3,4,-79.98186901,40.4285852
2804784,16008500,14,2016-01-14T20:00:00,"1000 Block Tropical AV Pittsburgh, PA 15216",Y,Beechview,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1916,4,5,-80.02574709,40.41914086
2804734,16008452,99,2016-01-14T20:06:00,"1900 Block Wrights WY Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9999 Miscellaneous Report (No Crime),1702,3,4,-79.9790486,40.42909043
2804761,16008477,11,2016-01-14T20:18:00,"5th AV & Diamond ST Pittsburgh, PA 15219",Y,Bluff,2,CREDIT CARDS,"4106 Access Device Fraud / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1301 Registration and Certificate of Title Required. / 4303 General Lighting Requirements. / 3714 Careless Driving / 6111(g)(1) Sale or Transfer of Firearm",103,6,6,-79.992434,40.43886909
2804739,16008464,10,2016-01-14T20:25:00,"1200 Block Grandview AV Pittsburgh, PA 15219",Y,Mount Washington,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1903,2,5,-80.01820926,40.43793409
2804780,16008487,14,2016-01-14T20:38:00,"600 Block W North AV Pittsburgh, PA 15212",N,Allegheny Center,1,CRIMINAL MISCHIEF,3304 Criminal Mischief.,2204,1,1,-79.99994764,40.45693868
2804737,16008467,99,2016-01-14T20:39:00,"California AV & Boston ST Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,NA,9497 Aided Case,2715,1,1,-80.03577784,40.46944677
2804742,16008470,9,2016-01-14T20:40:00,"100 Block Wabash ST Pittsburgh, PA 15220",Y,West End,6,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 1301 Registration and Certificate of Title Required. / 1372 Unauthorized Transfer or Use of Registration. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,2019,2,5,-80.03461426,40.43821952
2804750,16008472,3,2016-01-14T20:55:00,"5600 Block Wilkins AV Pittsburgh, PA 15217",N,Squirrel Hill North,4,ROBBERY CHAIN STORE / GUN,3701 Robbery.,1403,8,3,-79.9276584,40.44379119
2804783,16008497,16,2016-01-14T21:37:00,"Middle ST & Foreland ST Pittsburgh, PA 15212",Y,East Allegheny,1,PROSTITUTION RELATED OFFENSES,5902(a)(1) Prostitution  / 9501 Bench Warrant / 5902(a)(2) Prostitution - Loitering for purpose of,2304,1,1,-79.99938941,40.45456873
2804782,16008495,6,2016-01-14T21:40:00,"200 Block Atwood ST Pittsburgh, PA 15213",N,Central Oakland,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,405,3,3,-79.95688887,40.44042041
2804781,16008494,24,2016-01-14T21:46:00,"Allegheny CTR Pittsburgh, PA 15212",N,Allegheny Center,1,HARRASSMENT BY COMUN/ADDRESS,2706 Terroristic Threats. / 2709 Harassment (Non-Specific),2204,1,6,-80.01801474,40.44895425
2805112,16008951,6,2016-01-14T22:00:00,"400 Block S Main ST Pittsburgh, PA 15220",N,West End,6,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,2019,2,5,-80.03311238,40.44170015
2805823,16012702,6,2016-01-14T22:00:00,"100 Block Cologne ST Pittsburgh, PA 15210",N,Arlington,3,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,1603,3,4,-79.96952231,40.41748197
2804786,16008515,10,2016-01-14T22:12:00,"1500 Block Milan AV Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2706 Terroristic Threats.,3206,4,4,-80.00580324,40.39386825
2804805,16008518,9,2016-01-14T22:35:00,"100 Block Rhine PL Pittsburgh, PA 15212",Y,Spring Hill-City View,1,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.",2620,1,1,-79.99409859,40.4667862
2804813,16008550,6,2016-01-14T23:00:00,"600 Block Mellon ST Pittsburgh, PA 15206",N,East Liberty,5,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1113,9,2,-79.92613286,40.46899198
2804694,16009032,26,2016-01-14T23:00:00,"7300 Block Somerset ST Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),1202,9,2,-79.89136053,40.46760609
2805207,16009883,6,2016-01-14T23:00:00,"5800 Block Northumberland ST Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,1403,8,3,-79.92328792,40.44137231
2804808,16008536,6,2016-01-14T23:25:00,"1400 Block Locust ST Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM BUILDING,3921 Theft by Unlawful Taking or Disposition.,103,6,3,-79.98545539,40.43603601
2804810,16008549,5,2016-01-14T23:56:00,"1100 Block Brownsville RD Pittsburgh, PA 15210",N,Carrick,3,BURGLARY/NO FORCE/NON-RES,3502 Burglary.,2901,4,4,-79.99089923,40.40493936
2812200,16029866,6,2016-01-15T00:01:00,"2000 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1702,3,4,-79.97750748,40.42831022
2803870,16008555,18,2016-01-15T00:07:00,"S 13th ST & Bingham ST Pittsburgh, PA 15203",Y,South Side Flats,3,MARIJUANA-POSSESS,5505 Public Drunkenness / 13(a)(31) Marijuana: Possession Small Amount,1702,3,4,-79.98535638,40.42944164
2803871,16008584,24,2016-01-15T00:34:00,"3000 Block Brunot AV Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT BY COMUN/ADDRESS,2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours,2018,2,5,-80.0505151,40.4591111
2804031,16009659,6,2016-01-15T01:00:00,"1500 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT/PROP-LOST/MISLAID/DEL,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1702,3,4,-79.98330671,40.42868483
2803878,16008606,17,2016-01-15T01:00:00,Zone 3,N,,3,INDECENT ASSAULT,3126 Indecent Assault.,,,,,
2803874,16008589,6,2016-01-15T01:05:00,"3100 Block Frederick ST Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.03077936,40.47338548
2803873,16008588,4,2016-01-15T01:05:00,"3100 Block Liberty AV Pittsburgh, PA 15201",Y,Strip District,2,AGG ASSAULT/OTHER/INJURY,2701 Simple Assault.,203,7,6,-79.9707034,40.45877886
2803877,16008604,11,2016-01-15T01:15:00,"100 Block Oakland AV Pittsburgh, PA 15213",N,Central Oakland,4,THEFT OF SERVICES,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",405,3,3,-79.95784038,40.44214986
2803875,16008594,18,2016-01-15T01:25:00,"Brownsville RD & Hazeldell ST Pittsburgh, PA 15210",Y,Carrick,3,MARIJUANA-POSSESS,9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount / 4914 False Identification to Law Enforcement Authorities,2902,4,4,-79.98631063,40.39077339
2803881,16008617,3,2016-01-15T01:45:00,"2500 Block W LIBERTY AV Pittsburgh, PA 15226",N,Beechview,6,ROBBERY CHAIN STORE / GUN,3701 Robbery.,1920,4,5,-80.02549344,40.39918465
2803880,16008616,26,2016-01-15T01:51:00,"S 13th ST & Bingham ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),"601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",1702,3,4,-79.98535638,40.42944164
2804235,16008629,14,2016-01-15T02:00:00,"100 Block 9th ST Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,CRIMINAL MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.99905,40.44509999
2804231,16008623,15,2016-01-15T02:04:00,"7800 Block Bennett ST Pittsburgh, PA 15221",N,Homewood South,5,WEAPONS-CARRY/POS-OTHER,8106 Shots Fired,1304,9,2,-79.88669602,40.45398706
2804233,16008626,21,2016-01-15T02:16:00,"Ormsby ST & Brownsville RD Pittsburgh, PA 15210",Y,Knoxville,3,DRIVING UNDER INFLUENCE,1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3702 Limitations on Backing. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,3001,,,-79.98922013,40.41269036
2804237,16008644,3,2016-01-15T02:42:00,"3200 Block Banksville RD Pittsburgh, PA 15216",Y,Banksville,6,ROBBERY CHAIN STORE / GUN,3701 Robbery.,2023,2,5,-80.044471,40.39964518
2804240,16008654,99,2016-01-15T02:57:00,"300 Block Suncrest ST Pittsburgh, PA 15210",Y,Knoxville,3,NA,9122 Miscellaneous Fire Vehicle Investigation to Continue,3001,3,4,-79.99322262,40.41055218
2805842,16012768,10,2016-01-15T03:00:00,"3300 Block Juliet ST Pittsburgh, PA 15213",N,South Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",409,3,3,-79.95627289,40.43323575
2804249,16008746,4,2016-01-15T05:30:00,"1100 Block Steuben ST Pittsburgh, PA 15220",Y,Crafton Heights,6,AGG ASSAULT/OTHER/INJURY,2701 Simple Assault.,2814,2,5,-80.04546358,40.44190389
2804241,16008711,3,2016-01-15T06:42:00,"6400 Block Frankstown AV Pittsburgh, PA 15206",Y,Larimer,5,ROBBERY/MISC/STRONGARM,2701 Simple Assault. / 3701 Robbery.,1208,9,2,-79.915653,40.46077054
2804245,16008745,3,2016-01-15T07:00:00,"6600 Block Lyric ST Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,ROBBERY/RESIDENCE/GUN,2702 Aggravated Assault. / 3502 Burglary.,1203,9,2,-79.90514216,40.46449546
2804244,16008735,99,2016-01-15T07:40:00,"I-376 RAMP & Beechwood BL Pittsburgh, PA 15217",N,Greenfield,4,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1517,5,3,-79.91659295,40.42674402
2804242,16008725,99,2016-01-15T07:55:00,"Southcrest DR & Pioneer AV Pittsburgh, PA 15226",N,Brookline,6,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1917,4,4,-80.01505185,40.40706626
2806120,16008780,18,2016-01-15T08:15:00,"500 Block N HIGHLAND AV PITTSBURGH, PA 15206",Y,East Liberty,5,MARIJUANA-POSSESS,13(a)(31) Marijuana: Possession Small Amount,1113,8,2,-79.92496117,40.45301084
2804250,16008755,6,2016-01-15T08:45:00,"1400 Block Locust ST Pittsburgh, PA 15219",N,Bluff,2,THEFT/PROP-LOST/MISLAID/DEL,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",103,6,3,-79.98545539,40.43603601
2804251,16008770,6,2016-01-15T09:58:00,"300 Block E North AV Pittsburgh, PA 15212",N,Central Northside,1,THEFT/PROP-LOST/MISLAID/DEL,3921 Theft by Unlawful Taking or Disposition.,2206,1,1,-80.00964027,40.45494869
2813981,16008828,99,2016-01-15T09:58:00,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Y,Marshall-Shadeland,1,NA,9999 (Misc. Crime),2704,6,1,-80.02383854,40.46472734
2804276,16008834,6,2016-01-15T10:00:00,"5200 Block Centre AV Pittsburgh, PA 15224",N,Shadyside,4,THEFT BICYCLES,3921 Theft by Unlawful Taking or Disposition.,709,8,2,-79.9405853,40.45494018
2804254,16008789,6,2016-01-15T10:00:00,"1500 Block Milan AV Pittsburgh, PA 15226",Y,Brookline,6,THEFT/ALL OTHERS,4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,3206,4,4,-80.00580324,40.39386825
2803958,16009459,99,2016-01-15T10:01:00,"1500 Block Denniston ST Pittsburgh, PA 15217",Y,Squirrel Hill North,4,NA,9999 Miscellaneous Report (No Crime),1403,8,3,-79.91880096,40.44184182
2806127,16008800,10,2016-01-15T10:30:00,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2702 Aggravated Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",2704,6,1,-80.02383854,40.46472734
2804253,16008788,99,2016-01-15T10:30:00,"2100 Block Fairland ST Pittsburgh, PA 15210",Y,Overbrook,3,NA,9496 Dead on Arrival (DOA),3204,4,4,-79.99481251,40.39077231
2804267,16008821,15,2016-01-15T10:48:00,"1st AV & Smithfield ST Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License.,201,6,6,-80.0005463,40.43723477
2804258,16008796,3,2016-01-15T10:53:00,"1700 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY/BANK/GUN,3701 Robbery.,1702,3,4,-79.98186901,40.4285852
2805095,16008901,3,2016-01-15T11:39:00,"200 Block Lombard ST Pittsburgh, PA 15219",N,Crawford-Roberts,2,ROBBERY/RESIDENCE/GUN,2702 Aggravated Assault. / 2902 Unlawful Restraint. / 3502 Burglary. / 3701 Robbery.,305,6,3,-79.97875377,40.43946026
2804265,16008814,6,2016-01-15T11:40:00,"7200 Block Witherspoon ST Pittsburgh, PA 15206",N,Morningside,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1014,7,2,-79.92350661,40.48734826
2804257,16008795,26,2016-01-15T11:45:00,"300 Block N CRAIG ST Pittsburgh, PA 15213",Y,North Oakland,4,ALL OTHER OFFENSES(EXPT TRAFF),609.03 Compliance Notice to Owner or Occupant,507,8,3,-79.94938724,40.44559065
2804271,16008827,99,2016-01-15T11:59:00,"6300 Block Penn AV Pittsburgh, PA 15206",Y,Shadyside,4,NA,9498 302 (Mental),708,8,2,-79.92034119,40.45941645
2848434,16140013,11,2016-01-15T12:00:00,"5000 Block Ampere ST Pittsburgh, PA 15207",N,Hazelwood,4,IDENTITY THEFT,3922 Theft by Deception.,1515,5,3,-79.93835842,40.40885915
2805101,16008913,10,2016-01-15T12:00:00,"300 Block Atwood ST Pittsburgh, PA 15213",N,Central Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats.,405,3,3,-79.95594514,40.43951759
2805102,16008915,14,2016-01-15T12:10:00,"500 Block Marshall AV Pittsburgh, PA 15214",N,Perry South,1,INSTITUTIONAL VANDALISM,3304 Criminal Mischief.,2615,6,1,-80.01677284,40.47101228
2804272,16008833,11,2016-01-15T12:15:00,"300 Block S Negley AV Pittsburgh, PA 15232",N,East Liberty,5,IDENTITY THEFT,4106 Access Device Fraud / 4120 Identity Theft,1115,7,2,-79.93276665,40.4606234
2806149,16011414,24,2016-01-15T12:30:00,"7400 Block TIOGA ST PITTSBURGH, PA 15208",Y,Homewood South,5,DISORDERLY CONDUCT,5503 Disorderly Conduct.,1303,9,2,-79.89477852,40.45307893
2804264,16008813,99,2016-01-15T12:35:00,"3100 Block Ashlyn ST Pittsburgh, PA 15204",Y,Sheraden,6,NA,9497 Aided Case,2018,2,5,-80.05635219,40.45607437
2805089,16008859,6,2016-01-15T12:35:00,"2600 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1609,3,4,-79.96825881,40.42693811
2805082,16008847,6,2016-01-15T12:45:00,"6300 Block Shakespeare ST Pittsburgh, PA 15206",Y,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(31) Marijuana: Possession Small Amount,708,8,2,-79.92146083,40.45888145
2805085,16008852,26,2016-01-15T12:58:00,"400 Block Denniston ST Pittsburgh, PA 15206",Y,Shadyside,4,UNAUTHORIZED USE VEHICLE/AUTO,3928 Unauthorized Use of Automobile and Other Vehicles.,708,8,2,-79.92013078,40.45459152
2805090,16008879,14,2016-01-15T13:00:00,"3900 Block Brandon RD Pittsburgh, PA 15212",N,Brighton Heights,1,CRIMINAL MISCHIEF,3304 Criminal Mischief. / 3502 Burglary.,2708,1,1,-80.03737828,40.48784795
2805099,16008910,99,2016-01-15T13:30:00,"300 Block N Braddock AV Pittsburgh, PA 15221",N,Point Breeze North,4,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1405,9,2,-79.89279811,40.44964666
2805094,16008883,10,2016-01-15T13:35:00,"2500 Block Park Hill DR Pittsburgh, PA 15221",Y,East Hills,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1306,9,2,-79.87322387,40.45610602
2805092,16008881,99,2016-01-15T13:35:00,"2700 Block Merwyn AV Pittsburgh, PA 15204",N,Sheraden,6,NA,8104 CLASS 1 - Suspicious Package or Device,2018,2,5,-80.04871352,40.45373936
2805385,16011458,11,2016-01-15T14:21:00,"1100 Block Woodbine ST Pittsburgh, PA 15201",N,Stanton Heights,5,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,1005,9,2,-79.94122873,40.47817883
2813983,16008899,99,2016-01-15T14:22:00,"2300 Block BROWNSVILLE RD PITTSBURGH, PA 15210",Y,Carrick,3,NA,9999 (Misc. Crime),2904,4,4,-79.98551986,40.38904931
2814080,16008935,99,2016-01-15T14:27:00,"600 Block FILBERT ST PITTSBURGH, PA 15232",N,Shadyside,4,NA,9999 (Misc. Crime),703,8,2,-79.93418551,40.45321884
2804983,16009684,99,2016-01-15T14:30:00,"6th ST & Penn AV Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,NA,9999 Miscellaneous Report (No Crime),201,6,6,-80.00214966,40.442742
2805132,16008992,5,2016-01-15T14:36:00,"300 Block 4th AV Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,BURGLARY/FORCE ENT/NON-RES,3502 Burglary.,201,6,6,-80.00116998,40.43914077
2805107,16008925,6,2016-01-15T14:51:00,"100 Block N Sheridan AV Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92412277,40.46078877
2805104,16008920,14,2016-01-15T15:00:00,"2300 Block Arlington AV Pittsburgh, PA 15210",Y,South Side Slopes,3,CRIMINAL MISCHIEF,3304 Criminal Mischief.,1608,3,4,-79.97443901,40.41708735
